1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
1440,1440.0,8.0,2.0,256,3,1184,,0,1,,3395,2,10896,60.0,0.0,110,7,6,1440,,1914,1995,200000
800,0.0,1.0,2.0,0,2,264,0.0,0,1,,800,2,6120,51.0,0.0,0,3,2,264,,1936,1950,60000
811,576.0,3.0,2.0,0,2,811,,256,2,1954.0,1387,4,6000,50.0,0.0,0,4,5,811,,1954,1954,93000
796,0.0,2.0,2.0,0,2,796,,0,1,,796,3,8777,67.0,0.0,0,7,5,796,328.0,1910,1950,85000
1567,0.0,1.0,4.0,1154,7,366,,648,4,2006.0,1567,5,3982,53.0,0.0,0,5,8,1520,,2006,2006,264561
1518,,1.0,5.0,1218,7,300,,588,3,2003.0,1518,5,12677,62.0,472.0,140,5,8,1518,185.0,2003,2004,274000
1057,872.0,3.0,2.0,738,1,319,0.0,650,4,2001.0,1929,4,7050,,0.0,235,5,7,1057,,2001,2001,226000
2000,704.0,4.0,5.0,1410,1,542,,538,4,1972.0,2704,5,13860,75.0,0.0,111,7,8,1952,,1972,1995,345000
780,840.0,4.0,2.0,493,4,0,,462,4,1969.0,1620,3,10793,80.0,263.0,0,5,5,780,,1969,1969,152000
1766,0.0,,3.0,1121,7,645,,478,4,2009.0,1766,5,9187,85.0,162.0,130,5,9,1766,,2009,2009,370878
981,0.0,3.0,2.0,282,6,664,,576,2,1979.0,981,3,10530,,0.0,312,5,6,981,,1971,1971,143250
1048,0.0,3.0,1.0,0,1,0,,420,2,1950.0,1048,3,7200,60.0,0.0,27,5,5,0,,1950,1950,98300
1094,0.0,3.0,3.0,500,4,594,,495,1,1953.0,1094,3,10452,85.0,216.0,0,5,6,1094,0.0,1953,1953,155000
1051,788.0,4.0,2.0,0,2,756,,442,2,1966.0,1839,3,7700,70.0,351.0,124,5,6,756,,1966,1966,155000
630,0.0,1.0,4.0,131,5,0,,0,1,,630,3,1936,21.0,0.0,0,6,4,630,,1970,1970,84500
822,843.0,3.0,2.0,0,2,813,,562,3,2007.0,1665,4,8125,65.0,,0,6,7,813,,2007,2007,205950
755,755.0,4.0,3.0,0,2,755,,296,1,1940.0,1510,3,9084,60.0,0.0,0,5,4,755,,1940,1950,108000
909,807.0,2.0,2.0,0,2,880,0.0,512,3,1996.0,1716,4,8750,70.0,0.0,120,5,7,880,,1996,1996,191000
756,713.0,3.0,2.0,0,1,756,,216,2,1906.0,1469,3,10320,60.0,0.0,0,7,6,756,,1906,1995,135000
2113,0.0,2.0,5.0,1696,7,413,,839,4,1995.0,2113,4,10437,91.0,660.0,46,6,8,2109,,1995,1995,350000
525,,3.0,2.0,0,2,525,,264,2,1971.0,1092,3,1680,21.0,381.0,0,5,6,525,,1971,1971,88000
1053,0.0,3.0,2.0,806,6,247,,312,3,1959.0,1053,4,10007,72.0,54.0,0,7,5,1053,,1959,2006,145500
851,651.0,3.0,2.0,0,2,776,,270,3,1931.0,1502,3,7200,60.0,0.0,0,6,7,776,,1931,2000,149000
912,546.0,3.0,2.0,0,2,912,,330,2,1948.0,1458,3,17503,78.0,0.0,0,5,6,912,,1948,1950,97500
1486,0.0,3.0,2.0,637,5,849,,480,4,1968.0,1486,3,9937,75.0,0.0,0,7,5,1486,,1964,1999,167000
1142,793.0,3.0,2.0,0,2,793,,550,3,1976.0,1935,3,12384,,233.0,113,7,7,793,,1976,1976,197900
1686,762.0,4.0,2.0,1361,7,88,,711,3,1994.0,2448,4,46589,52.0,528.0,76,7,8,1629,,1994,2005,402000
1392,0.0,2.0,2.0,0,2,1392,,576,3,1968.0,1392,3,13560,120.0,216.0,0,3,6,1392,,1968,1968,110000
1181,0.0,3.0,4.0,920,5,38,,588,3,1974.0,1181,3,10012,90.0,0.0,0,5,4,1138,0.0,1972,1972,137500
2097,0.0,1.0,3.0,1721,1,356,,1134,4,2005.0,2097,5,20896,49.0,0.0,267,5,8,2077,192.0,2005,2006,423000
1454,482.0,3.0,2.0,0,2,1406,,504,3,2000.0,1936,4,11194,106.0,40.0,124,5,8,1406,188.0,2000,2000,230500
1465,915.0,3.0,2.0,187,3,111,,596,2,1965.0,2380,3,18450,,113.0,265,5,6,1021,,1965,1979,129000
1679,0.0,3.0,2.0,1138,7,270,,575,3,1994.0,1679,4,8125,65.0,258.0,42,5,6,1408,,1994,1998,193500
1437,0.0,3.0,2.0,988,4,200,,576,2,1999.0,1437,3,14175,,0.0,0,6,5,1188,,1956,1987,168000
1180,0.0,2.0,2.0,0,2,700,,252,2,1922.0,1180,2,11600,80.0,0.0,0,5,4,700,,1922,1950,137500
738,,3.0,2.0,193,7,545,,540,4,2005.0,1476,4,8633,64.0,0.0,35,5,6,738,,2005,2005,173500
697,672.0,3.0,2.0,551,5,121,0.0,300,1,1930.0,1369,3,6629,54.0,0.0,0,6,6,672,,1925,1950,103600
1208,,3.0,2.0,767,6,441,,546,3,1977.0,1208,3,11250,,0.0,42,6,6,1208,,1977,1977,165000
1839,,3.0,2.0,1186,7,291,0.0,416,4,1957.0,1839,4,14442,110.0,106.0,87,7,6,1477,,1957,2004,257500
1136,0.0,3.0,2.0,892,4,244,,384,1,1965.0,1136,3,9200,80.0,0.0,0,6,6,1136,,1965,1965,140000
855,586.0,3.0,2.0,311,6,544,,440,2,1978.0,1441,3,2289,24.0,0.0,0,6,6,855,,1978,1978,148500
1095,679.0,4.0,2.0,0,2,1095,,779,2,1920.0,1774,3,9600,60.0,0.0,0,2,4,1095,,1900,1950,87000
792,0.0,2.0,2.0,0,2,768,,240,2,1924.0,792,4,9022,52.0,0.0,0,8,5,768,,1924,2006,109500
2046,0.0,3.0,3.0,0,2,2046,,834,4,2008.0,2046,4,11844,80.0,464.0,82,5,8,2046,,2008,2008,372500
988,0.0,3.0,2.0,827,4,161,,572,2,1963.0,988,3,9945,,57.0,0,5,5,988,,1961,1961,128500
923,,2.0,2.0,543,5,261,,264,3,1980.0,923,3,8012,50.0,0.0,0,5,6,923,,1980,1980,143000
848,672.0,3.0,2.0,182,4,611,,281,2,1968.0,1520,3,4500,55.0,0.0,0,5,5,793,,1932,2000,159434
1291,0.0,2.0,3.0,1003,7,288,0.0,431,2,1996.0,1291,4,2887,,0.0,0,5,6,1291,307.0,1996,1997,173000
1668,0.0,3.0,4.0,1059,7,567,,702,1,2002.0,1668,4,11248,90.0,215.0,45,5,9,1626,,2002,2002,285000
1195,644.0,4.0,2.0,0,2,1195,,486,4,1998.0,1839,3,16770,58.0,30.0,81,5,7,1195,,1998,1998,221000
1190,900.0,3.0,3.0,828,7,180,,577,4,1984.0,2090,4,5062,,0.0,0,5,7,1190,,1984,1984,207500
874,887.0,3.0,2.0,0,2,874,0.0,578,4,2007.0,1761,4,10207,84.0,0.0,105,6,7,874,,2007,2007,227875
551,551.0,2.0,2.0,239,7,312,,480,2,2004.0,1102,4,5105,,0.0,60,5,7,551,,2004,2004,148800
1419,0.0,2.0,4.0,945,1,474,,567,3,2007.0,1419,4,8089,60.0,0.0,0,6,8,1419,,2007,2007,392000
1362,0.0,2.0,4.0,20,6,1342,0.0,460,1,2005.0,1362,4,7577,61.0,256.0,28,5,6,1362,,2005,2006,194700
848,0.0,1.0,5.0,697,7,151,,420,3,2004.0,848,4,4426,,147.0,0,5,6,848,,2004,2004,141000
2444,1872.0,4.0,5.0,1455,7,989,0.0,832,4,1994.0,4316,5,21535,104.0,1170.0,50,6,10,2444,382.0,1994,1995,755000
1238,1281.0,4.0,5.0,965,7,245,,628,3,1989.0,2519,4,26178,42.0,293.0,27,5,7,1210,,1989,1990,335000
1073,0.0,2.0,2.0,0,2,1073,,326,1,1968.0,1073,3,5400,60.0,0.0,0,6,5,1073,,1921,1968,108480
1067,472.0,,2.0,0,2,927,,576,2,1995.0,1539,3,6120,51.0,0.0,0,6,5,927,,1936,1950,141500
1137,,2.0,2.0,980,7,92,,551,2,1987.0,1137,4,13811,54.0,72.0,0,6,6,1112,,1987,1987,176000
616,0.0,2.0,2.0,616,3,0,,205,2,1921.0,616,3,6000,50.0,0.0,0,7,5,616,,1921,1950,89000
1148,0.0,2.0,3.0,210,3,219,,308,2,1952.0,1148,3,6420,57.0,0.0,0,7,5,980,0.0,1952,1952,123500
894,0.0,3.0,2.0,553,7,224,,336,2,1973.0,894,3,8450,65.0,0.0,144,8,5,894,416.0,1965,2009,138500
1391,0.0,2.0,3.0,16,1,1375,,530,1,2004.0,1391,4,4282,59.0,0.0,158,5,7,1391,,2004,2004,196000
1800,0.0,3.0,5.0,1274,7,526,,765,4,2002.0,1800,4,14331,85.0,630.0,78,5,8,1800,,2002,2002,312500
1164,0.0,3.0,2.0,0,2,1164,,528,2,1969.0,1164,3,9600,80.0,168.0,0,5,7,1164,0.0,1969,1969,140000
1264,1312.0,4.0,2.0,0,2,1234,,666,4,2006.0,2576,5,12438,82.0,466.0,100,5,8,1234,,2006,2006,361919
1032,,4.0,2.0,0,2,360,,672,2,1999.0,1812,4,7630,76.0,0.0,0,9,5,360,344.0,1900,1996,140000
1484,0.0,3.0,4.0,712,7,761,,606,3,2004.0,1484,4,8400,70.0,109.0,35,5,7,1473,,2004,2005,213000
372,720.0,3.0,1.0,0,1,0,,0,1,,1092,2,5600,70.0,0.0,0,5,4,0,,1930,1950,55000
1824,0.0,2.0,5.0,1219,7,424,,739,2,1971.0,1824,4,115149,,351.0,48,5,7,1643,,1971,2002,302000
1324,,2.0,2.0,863,7,461,,550,4,2006.0,1324,4,6240,48.0,176.0,38,5,8,1324,,2006,2006,254000
728,728.0,3.0,4.0,0,2,728,,400,4,2007.0,1456,4,9018,65.0,0.0,24,5,7,728,,2007,2007,179540
904,0.0,3.0,2.0,0,2,876,0.0,408,2,1966.0,904,3,7162,,41.0,0,7,5,876,,1966,1966,109900
729,0.0,2.0,2.0,0,2,270,,0,1,,729,3,4130,56.0,0.0,0,6,3,270,,1935,2003,52000
859,319.0,2.0,3.0,0,2,859,,384,3,1964.0,1178,3,8712,66.0,0.0,0,7,4,859,,1900,1950,102776
1228,0.0,2.0,3.0,767,7,461,0.0,472,4,1988.0,1228,4,4671,40.0,0.0,120,5,8,1228,168.0,1988,1989,189000
960,0.0,3.0,4.0,789,6,171,,576,2,1970.0,960,3,9873,60.0,160.0,288,5,4,960,,1970,1970,129000
725,754.0,3.0,2.0,533,7,192,,475,3,1976.0,1479,4,13517,,289.0,44,8,6,725,,1976,2005,130500
1350,0.0,3.0,2.0,0,2,1064,,478,3,1974.0,1350,3,10140,78.0,174.0,0,5,6,1064,,1974,1974,165000
1576,978.0,3.0,2.0,0,1,718,,704,2,1996.0,2554,3,10800,60.0,0.0,48,8,7,718,,1890,1998,159500
1178,0.0,3.0,2.0,1084,5,92,,439,2,1973.0,1178,4,10000,80.0,0.0,0,6,5,1176,,1973,2000,157000
1325,1093.0,3.0,5.0,1173,7,138,,983,3,1993.0,2418,4,10542,96.0,651.0,154,5,7,1311,,1993,1994,341000
971,0.0,3.0,5.0,523,1,448,,300,2,1969.0,971,3,9920,69.0,0.0,0,6,5,971,,1969,1969,128500
1742,0.0,2.0,5.0,1148,7,594,,564,3,1985.0,1742,4,6563,,0.0,28,5,8,1742,,1985,1985,275000
848,0.0,1.0,4.0,662,7,186,,420,1,2004.0,848,4,4426,,169.0,0,5,6,848,,2004,2004,143000
864,0.0,3.0,2.0,191,6,673,,463,2,1994.0,864,3,8120,70.0,0.0,0,7,4,864,0.0,1970,1970,124500
997,,4.0,2.0,0,2,941,,548,2,1958.0,1470,3,8172,60.0,0.0,0,6,4,941,,1954,1972,135000
1698,0.0,3.0,2.0,1234,7,464,,768,1,2007.0,1698,5,13286,86.0,340.0,64,5,9,1698,,2007,2008,320000
864,0.0,3.0,2.0,375,1,250,,660,2,1989.0,864,4,6960,60.0,0.0,0,6,4,864,,1970,1970,120500
1680,0.0,3.0,2.0,808,7,72,,540,4,1988.0,1680,4,21695,,260.0,44,9,6,880,,1988,2007,222000
1232,,2.0,4.0,724,7,508,,632,1,2007.0,1232,4,7314,64.0,82.0,0,5,7,1232,,2007,2007,194500
1776,,4.0,2.0,0,2,1584,,888,2,1968.0,1776,3,11475,85.0,95.0,25,5,5,1584,,1958,1958,110000
848,0.0,2.0,2.0,152,5,628,,539,2,1962.0,1208,3,6240,52.0,0.0,23,5,4,780,,1925,1950,103000
1616,0.0,2.0,2.0,1180,7,415,,608,3,1995.0,1616,4,5389,39.0,0.0,152,5,8,1595,,1995,1996,236500
1146,0.0,3.0,4.0,786,7,82,,438,1,2003.0,1146,4,9590,73.0,442.0,22,5,7,868,,2003,2003,187500
1153,878.0,3.0,4.0,252,6,901,,541,4,1998.0,2031,4,11404,75.0,202.0,84,5,7,1153,,1998,1999,222500
1144,0.0,3.0,2.0,594,5,270,,264,3,1961.0,1144,3,10000,80.0,0.0,0,6,5,864,,1961,1983,131400
948,0.0,3.0,2.0,0,2,948,,300,2,1968.0,948,3,8978,,0.0,0,5,5,948,,1968,1968,108000
880,888.0,2.0,3.0,390,1,490,,320,2,1914.0,1768,3,10800,60.0,0.0,341,7,7,880,0.0,1914,1970,163000
1040,0.0,2.0,1.0,0,1,0,,400,2,1949.0,1040,3,8544,60.0,0.0,0,4,3,0,,1950,1950,93500
901,900.0,3.0,2.0,0,2,893,,800,1,2005.0,1801,4,10463,72.0,0.0,116,5,8,893,,2005,2005,239900
1200,0.0,3.0,5.0,1200,7,0,,0,1,,1200,3,10800,60.0,0.0,0,5,5,1200,,1987,1988,179000
864,864.0,,2.0,0,2,864,,572,3,2004.0,1728,4,9313,65.0,0.0,56,5,7,864,,2004,2004,190000
768,664.0,2.0,2.0,0,2,264,,360,2,1910.0,1432,3,9600,60.0,0.0,0,7,5,264,,1910,2002,132000
912,0.0,3.0,3.0,832,7,80,,288,1,1962.0,912,4,6768,65.0,0.0,0,8,6,912,,1961,1996,142000
1349,0.0,3.0,2.0,0,1,1349,,539,2,2000.0,1349,3,8450,65.0,108.0,55,5,7,1349,,2000,2001,179000
1464,0.0,3.0,4.0,444,6,76,,480,3,1997.0,1464,3,12886,70.0,0.0,0,6,5,520,,1963,1999,175000
1337,0.0,2.0,2.0,733,7,604,,462,3,1993.0,1337,4,5395,41.0,0.0,0,5,8,1337,,1993,1993,180000
1175,1540.0,4.0,2.0,575,7,487,,831,4,1994.0,2715,4,8963,,289.0,204,9,8,1142,,1976,1996,299800
980,1276.0,4.0,2.0,300,7,652,,554,4,2000.0,2256,4,8795,,0.0,54,5,7,952,,2000,2000,236000
1320,1320.0,4.0,2.0,0,2,1240,,864,2,1950.0,2640,4,11700,65.0,0.0,0,7,7,1240,,1880,2003,265979
1720,,3.0,2.0,919,7,801,,527,4,1996.0,1720,4,10593,59.0,338.0,56,5,7,1720,,1996,1996,260400
1088,441.0,4.0,1.0,0,1,0,,240,2,1945.0,1529,3,8405,50.0,0.0,0,3,4,0,,1945,1950,98000
792,348.0,3.0,2.0,0,2,576,0.0,0,1,,1140,3,8800,55.0,0.0,160,7,4,576,0.0,1910,2004,96500
660,660.0,3.0,2.0,0,2,660,,400,4,2003.0,1320,4,7750,,0.0,48,5,7,660,,2003,2003,162000
1494,0.0,3.0,5.0,1200,7,279,,576,3,1997.0,1494,4,9236,79.0,0.0,27,5,6,1479,,1997,1997,217000
1038,1060.0,,3.0,0,2,1030,,878,3,2005.0,2098,5,10240,80.0,178.0,52,5,8,1030,,2005,2005,275500
1026,,3.0,2.0,439,7,115,,440,3,1969.0,1026,4,7930,61.0,0.0,48,8,6,1026,,1969,2005,156000
742,729.0,3.0,2.0,381,7,348,,440,2,1999.0,1471,3,3230,34.0,894.0,24,5,6,729,,1999,1999,172500
866,902.0,3.0,4.0,20,7,846,,578,3,2007.0,1768,4,10769,68.0,0.0,105,5,8,866,,2007,2007,212000
672,714.0,3.0,3.0,438,4,234,,440,4,1978.0,1386,3,11616,,328.0,0,5,6,672,,1978,1978,158900
757,,,2.0,549,6,195,,440,2,1999.0,1501,3,2280,24.0,360.0,0,5,7,744,,1999,1999,179400
1328,1203.0,4.0,4.0,56,3,1198,,752,3,1995.0,2531,4,12257,65.0,513.0,98,5,8,1318,,1995,1995,290000
864,0.0,2.0,2.0,612,4,252,,300,2,2008.0,864,3,9100,70.0,0.0,0,6,6,864,,1959,1959,127500
1301,0.0,2.0,3.0,405,3,740,,440,2,1965.0,1301,2,6911,60.0,0.0,0,5,5,1145,,1924,1950,100000
764,783.0,3.0,3.0,24,7,732,,614,2,2009.0,1547,4,8640,72.0,0.0,45,5,7,756,,2009,2009,215200
1268,1097.0,,3.0,1163,7,89,,856,1,1999.0,2365,4,9430,82.0,673.0,128,5,8,1252,,1999,1999,337000
1494,0.0,,4.0,437,3,0,,481,4,1995.0,1494,5,9549,30.0,0.0,30,5,8,1494,,1995,1996,270000
1506,0.0,2.0,2.0,0,2,1498,,592,1,2008.0,1506,5,14587,75.0,284.0,174,5,9,1498,,2008,2008,264132
980,734.0,,2.0,394,1,586,,496,2,1988.0,1714,3,10421,80.0,42.0,66,5,7,980,,1988,1988,196500
983,767.0,4.0,3.0,660,6,323,,423,2,1989.0,1750,3,12508,75.0,0.0,0,7,6,983,,1940,1985,160000
1836,0.0,3.0,2.0,24,7,1836,,484,4,2004.0,1836,4,9100,70.0,0.0,33,5,7,1860,,2004,2005,216837
1690,1589.0,4.0,5.0,1416,6,234,,841,4,2003.0,3279,5,53504,47.0,603.0,36,5,8,1650,,2003,2003,538000
858,0.0,2.0,4.0,685,7,173,,576,2,1983.0,858,3,7252,,0.0,0,5,5,858,120.0,1982,1982,134900
1220,0.0,2.0,2.0,836,3,0,,396,2,1951.0,1220,3,8877,67.0,0.0,0,5,4,836,,1951,1951,102000
1117,0.0,3.0,4.0,422,6,480,,672,1,1976.0,1117,3,7819,94.0,0.0,0,5,6,1029,,1976,1976,107000
912,0.0,2.0,2.0,456,4,456,,275,3,1958.0,912,3,10150,70.0,1.0,0,5,5,912,,1958,1958,114500
1973,0.0,3.0,4.0,0,2,1935,0.0,895,4,2006.0,1973,4,14226,110.0,375.0,45,5,8,1935,,2006,2006,395000
1204,0.0,2.0,2.0,866,7,338,,412,1,1998.0,1204,3,4500,32.0,320.0,247,5,6,1204,,1998,1998,162000
1614,0.0,3.0,4.0,20,7,1594,,865,3,2005.0,1614,4,11210,86.0,240.0,59,5,7,1614,,2005,2006,221500
894,0.0,3.0,2.0,762,6,102,,440,2,1974.0,894,3,13350,100.0,0.0,0,5,5,864,,1974,1974,142500
2020,0.0,4.0,1.0,0,1,0,,630,2,1977.0,2020,3,8400,60.0,320.0,0,5,5,0,0.0,1977,1977,144000
1004,0.0,2.0,5.0,975,7,0,,504,2,1977.0,1004,3,10530,78.0,90.0,0,5,6,975,,1977,1977,135000
1253,0.0,3.0,2.0,0,2,1237,,402,4,1995.0,1253,3,7875,63.0,38.0,21,5,7,1237,,1995,1996,176000
810,,3.0,2.0,387,6,374,0.0,484,3,1992.0,1603,4,7153,65.0,0.0,124,5,6,761,,1992,1992,175900
1430,0.0,3.0,2.0,0,2,1413,0.0,605,3,2001.0,1430,4,16285,67.0,0.0,33,5,7,1413,,2001,2002,187100
1110,0.0,,4.0,1097,7,0,,602,4,1978.0,1110,4,9101,,104.0,30,6,5,1097,,1978,1978,165500
742,742.0,3.0,2.0,0,2,742,,0,1,,1484,3,6300,35.0,0.0,291,6,6,742,,1914,2001,128000
1342,0.0,3.0,2.0,251,4,491,,457,2,1967.0,1342,3,9790,,0.0,0,5,6,1372,,1967,1967,161500
966,686.0,4.0,2.0,686,3,0,,416,2,1961.0,1652,3,10800,60.0,0.0,0,6,5,686,,1915,1950,139000
956,1128.0,4.0,2.0,656,7,300,,618,3,2004.0,2084,4,10142,76.0,0.0,45,5,7,956,,2004,2004,233000
901,0.0,2.0,2.0,0,2,901,0.0,281,2,1954.0,901,3,6000,50.0,0.0,0,7,4,901,,1954,2000,107900
976,1111.0,5.0,5.0,568,3,264,,444,4,1966.0,2087,4,12205,,157.0,168,8,6,832,,1966,2007,187500
1145,0.0,2.0,2.0,16,7,1129,,397,4,2005.0,1145,4,3182,43.0,11.0,16,5,7,1145,,2005,2006,160200
1062,0.0,3.0,4.0,539,6,490,,539,3,1976.0,1062,3,11333,,0.0,0,5,6,1029,120.0,1976,1976,146800
1127,886.0,3.0,4.0,862,1,255,,455,2,1997.0,2013,3,9920,92.0,0.0,130,5,7,1117,,1996,1997,269790
1496,0.0,,4.0,0,2,1496,,474,1,2007.0,1496,4,9158,76.0,140.0,130,5,8,1496,,2007,2007,225000
1086,809.0,3.0,2.0,0,2,712,,409,4,1994.0,1895,4,10832,,0.0,46,5,7,712,,1994,1996,194500
888,676.0,3.0,2.0,0,2,650,0.0,476,2,1980.0,1564,3,8400,70.0,130.0,50,6,6,650,,1980,1981,171000
1285,0.0,3.0,2.0,0,2,660,,528,3,1977.0,1285,3,8197,71.0,148.0,0,5,6,660,,1977,1977,143500
773,0.0,2.0,2.0,570,1,203,,240,2,1953.0,773,3,7677,57.0,0.0,0,5,5,773,,1953,1953,110000
1966,1174.0,4.0,2.0,0,2,1926,,820,4,2009.0,3140,5,13518,104.0,860.0,78,5,9,1926,,2008,2009,485000
981,787.0,3.0,2.0,569,6,162,,240,2,1939.0,1768,4,7200,60.0,252.0,0,7,5,731,,1937,1950,175000
616,1072.0,4.0,5.0,462,7,154,185.0,603,3,1997.0,1688,4,12798,79.0,0.0,114,5,6,616,,1997,1997,200000
1196,0.0,2.0,2.0,197,3,999,,440,2,1957.0,1196,3,4800,40.0,0.0,0,7,4,1196,,1916,1990,109900
728,728.0,3.0,4.0,648,7,80,,410,4,2005.0,1456,4,8199,63.0,0.0,18,5,7,728,36.0,2005,2005,189000
1734,1088.0,,5.0,0,2,1734,,1020,3,2009.0,2822,5,13891,107.0,424.0,170,5,9,1734,,2008,2009,582933
1128,0.0,2.0,2.0,812,3,124,,286,2,1954.0,1128,3,9000,75.0,0.0,0,5,5,936,,1954,1954,118000
1428,0.0,3.0,2.0,0,1,1417,,554,3,2008.0,1428,5,12274,91.0,256.0,60,5,7,1417,,2008,2008,227680
980,,3.0,4.0,400,1,100,,384,4,1967.0,980,3,9750,75.0,0.0,0,5,5,980,,1967,1967,135500
1072,504.0,,5.0,1309,7,15,,528,3,1923.0,1576,4,21384,144.0,0.0,312,6,5,1324,,1923,2004,223500
1086,0.0,3.0,4.0,516,6,380,,484,3,1966.0,1086,3,13400,85.0,1047.0,0,5,5,1024,,1966,1966,159950
1075,1063.0,2.0,2.0,0,2,849,,360,2,1910.0,2138,3,8100,90.0,0.0,156,5,5,849,,1898,1965,106000
1309,0.0,3.0,2.0,663,6,0,,484,3,1974.0,1309,4,10140,78.0,99.0,0,6,6,1040,,1974,1999,181000
848,0.0,1.0,5.0,662,7,186,,420,4,2004.0,848,4,4438,,169.0,0,5,6,848,,2004,2004,144500
1044,0.0,2.0,4.0,0,2,540,,504,2,1952.0,1044,2,8712,66.0,0.0,0,5,5,540,0.0,1952,1952,55993
1442,0.0,4.0,2.0,608,4,834,,301,3,1958.0,1442,3,9750,75.0,243.0,0,6,6,1442,,1958,1958,157900
686,564.0,3.0,2.0,0,2,686,,280,1,1955.0,1250,2,8248,45.0,0.0,0,7,5,686,,1918,1950,116000
1661,0.0,3.0,2.0,0,2,1649,0.0,598,3,1998.0,1661,4,12137,48.0,442.0,34,5,7,1649,,1998,1998,224900
1008,0.0,2.0,2.0,486,5,522,,275,1,1954.0,1008,3,11425,,0.0,0,6,5,1008,,1954,1954,137000
1689,0.0,3.0,2.0,1218,7,350,,857,3,2002.0,1689,4,13265,,148.0,59,5,8,1568,,2002,2002,271000
1052,0.0,3.0,4.0,504,1,506,,440,2,1971.0,1052,3,8816,80.0,80.0,0,7,6,1010,,1971,1971,155000
1358,,,3.0,733,1,625,0.0,484,3,2010.0,1358,4,6371,44.0,128.0,35,5,7,1358,,2009,2010,224000
798,,3.0,2.0,0,2,798,,595,3,2003.0,1640,4,7226,72.0,0.0,45,5,7,798,0.0,2003,2003,183000
936,0.0,2.0,2.0,0,2,936,112.0,576,2,1974.0,936,3,6000,60.0,0.0,32,4,4,936,,1953,1953,93000
847,886.0,3.0,5.0,0,2,847,,433,4,2003.0,1733,4,12394,,0.0,48,5,7,847,,2003,2003,225000
944,545.0,3.0,2.0,0,2,778,,240,2,1940.0,1489,3,9900,60.0,0.0,0,7,6,778,,1940,1950,139500
1489,0.0,3.0,2.0,0,2,1489,,776,3,2006.0,1489,4,11216,81.0,0.0,140,5,8,1489,,2006,2006,232600
2084,,2.0,4.0,1636,7,442,,1220,4,2007.0,2084,5,14803,114.0,816.0,45,5,10,2078,,2007,2008,385000
784,0.0,2.0,2.0,784,6,0,,0,1,,784,4,6130,50.0,0.0,0,6,5,784,,1924,1950,109500
1434,0.0,3.0,2.0,20,7,1434,,527,3,2001.0,1434,4,8529,65.0,0.0,39,5,7,1454,,2001,2001,189000
1160,966.0,3.0,5.0,249,3,0,0.0,538,4,1967.0,2126,3,28698,,0.0,0,5,5,1013,,1967,1967,185000
520,623.0,2.0,2.0,0,2,600,0.0,480,3,2005.0,1223,4,2544,24.0,0.0,166,5,7,600,,2005,2005,147400
1392,0.0,3.0,2.0,1040,4,352,,458,3,1957.0,1392,3,11900,80.0,387.0,0,5,6,1392,0.0,1957,1957,166000
520,600.0,2.0,2.0,0,2,600,0.0,480,3,2005.0,1200,4,3180,30.0,0.0,166,5,7,600,,2005,2005,151000
941,888.0,3.0,2.0,483,7,458,,613,3,2003.0,1829,4,9548,44.0,223.0,39,6,7,941,,2003,2003,237000
1516,0.0,3.0,2.0,196,4,975,,472,3,1964.0,1516,3,10004,100.0,180.0,0,6,6,1516,,1964,1964,167000
1144,0.0,3.0,2.0,572,4,572,,456,2,1961.0,1144,3,7875,75.0,136.0,0,6,5,1144,,1961,1961,139950
1067,0.0,2.0,2.0,442,5,625,,436,2,1996.0,1067,4,9600,60.0,0.0,0,7,4,1067,,1950,1995,128000
1559,0.0,,2.0,338,4,1221,,812,2,1948.0,1559,3,8100,90.0,0.0,116,6,5,1559,,1948,1973,153500
483,504.0,2.0,2.0,330,5,153,0.0,264,2,1973.0,987,3,1680,21.0,158.0,0,5,6,483,,1973,1973,100000
1099,0.0,3.0,2.0,0,2,1099,,352,2,1999.0,1099,4,9525,75.0,0.0,0,6,5,1099,,1995,2006,144000
768,432.0,3.0,2.0,352,5,416,,240,2,1946.0,1200,3,11767,70.0,0.0,0,6,5,768,0.0,1946,1995,130500
810,672.0,,2.0,156,5,516,,400,2,1934.0,1482,2,12155,,0.0,0,8,6,672,,1925,1950,140000
958,581.0,3.0,2.0,0,2,650,,686,2,1983.0,1539,4,10440,60.0,0.0,78,8,5,650,,1904,2002,157500
1165,0.0,3.0,5.0,312,4,276,,490,3,1966.0,1165,3,9020,82.0,183.0,129,7,6,1127,,1966,1966,174900
1800,0.0,6.0,2.0,0,2,1800,,0,1,,1800,3,8000,80.0,0.0,0,4,5,1800,,1961,1961,141000
876,540.0,4.0,3.0,0,2,876,,720,2,1949.0,1416,3,12665,100.0,0.0,0,8,5,876,,1915,1950,153900
1701,0.0,3.0,5.0,1390,6,0,,611,4,1975.0,1701,3,16647,,0.0,0,5,5,1390,,1975,1981,171000
1006,769.0,3.0,2.0,513,6,227,,425,1,1993.0,1775,4,9317,75.0,137.0,72,5,7,740,,1993,1993,213000
864,0.0,,4.0,460,5,404,,338,2,1972.0,864,3,15523,36.0,0.0,0,6,5,864,,1972,1972,133500
