1stFlrSF,2ndFlrSF,BsmtFinSF1,GarageArea,GrLivArea,LotArea,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice
1310,1140.0,781,1069,2450,16545,5,8,1284,1998,340000
1144,0.0,25,336,1144,9204,5,5,1144,1963,124000
1844,0.0,1110,540,1844,16381,5,6,1844,1969,223000
708,708.0,404,776,1416,11700,6,6,708,1968,179900
1069,0.0,360,440,1069,4043,5,6,1069,1977,127500
848,0.0,686,420,848,4435,5,6,848,2003,136500
1575,626.0,0,432,2201,19690,7,6,697,1966,274970
1344,0.0,457,484,1344,9503,5,5,1024,1958,144000
1252,0.0,0,528,1252,10721,6,6,1252,1959,142000
1223,904.0,1000,525,2127,10944,5,7,1223,1994,271000
1048,348.5240174672489,580,288,1558,10930,6,5,913,1945,140000
804,0.0,510,240,804,7200,7,5,788,1940,119000
1440,0.0,678,467,1440,12546,7,6,1440,1981,182900
734,1104.0,0,372,1838,21930,5,5,732,2005,192140
958,0.0,958,440,958,4928,6,6,958,1976,143750
968,0.0,0,216,968,10800,6,4,656,1927,64500
962,830.0,0,451,1792,10261,5,6,936,2000,186500
1126,0.0,936,484,1126,17400,5,5,1126,1977,160000
1537,0.0,0,462,1537,8400,9,6,1319,1962,174000
864,0.0,616,528,864,9000,6,4,864,1971,120500
1932,0.0,1336,774,1932,12444,5,8,1932,2008,394617
1236,0.0,600,923,1236,7407,7,6,912,1957,149700
1040,685.0,315,550,1725,11584,6,7,539,1979,197000
1423,748.0,0,672,2555,11526,7,6,588,1922,191000
848,0.0,697,420,848,4426,5,6,848,2004,149300
1026,981.0,765,812,2007,11003,5,10,1017,2008,310000
952,0.0,0,192,952,8854,6,6,952,1916,121000
1422,0.0,0,626,1422,8500,5,7,1422,2004,179600
913,0.0,187,240,913,8400,5,6,814,1966,129000
1188,0.0,593,312,1188,26142,7,5,1188,1962,157900
1220,870.0,1079,556,2090,10000,5,8,1220,1995,240000
796,550.0,0,384,1346,11767,7,4,560,1910,112000
630,0.0,553,0,630,1533,7,5,630,1970,92000
896,896.0,0,0,1792,9000,5,5,896,1974,136000
1578,0.0,0,840,1578,9262,5,8,1573,2008,287090
1072,0.0,547,525,1072,3675,5,5,547,2005,145000
1140,0.0,0,0,1140,17217,5,5,1140,2006,84500
1221,0.0,410,400,1221,7500,5,7,1221,2004,185000
953,694.0,0,460,1647,7917,5,6,953,1999,175000
2073,0.0,790,500,2073,13175,6,6,1542,1978,210000
1188,1152.0,275,252,2340,9042,9,7,1152,1941,266500
1078,0.0,49,240,1078,9717,6,5,1078,1950,142125
1256,0.0,830,276,1256,9937,6,5,1256,1965,147500
